disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
2172,,,,,9716,9716,,2020-07-21T00:00:00.000Z,,,9080ac8aec3235722b558ecee640c8d8,2020-07-21T11:55:49.438Z,5aa2d585cb4f0f7020b18245
2134,,,,,9263.1,9263.1,,2020-07-21T00:00:00.000Z,,,fd3b7e0541cbce976f5fb2c6a9471a33,2020-07-21T11:55:49.358Z,5aa2d585cb4f0f7020b18216
2159,,,,,5010.6,5010.6,,2020-07-21T00:00:00.000Z,,,c26391705741e959bac7ebc2140e0ba4,2020-07-21T11:55:49.411Z,5aa2d585cb4f0f7020b1821b
2171,,,,,17969,17969,,2020-07-21T00:00:00.000Z,,,84eb81a557d4a57421947f9fe108c8f9,2020-07-21T11:55:49.436Z,5aa2d585cb4f0f7020b18220
2196,,,,,,,,,,,f7d92692d9195ad1c9399987497c7982,2020-06-01T12:49:25.594Z,5aa2d585cb4f0f7020b18225
2221,,,,,14446,14092,354,2020-07-21T00:00:00.000Z,,,3628beb224d1514baa9fb465c4020bb1,2020-07-21T11:55:49.504Z,5aa2d585cb4f0f7020b1822a
2174,,,,,7865.2,7865.2,,2020-07-21T00:00:00.000Z,,,c02dc61e71a1138e1ae8fb2474c70f5c,2020-07-21T11:55:49.440Z,5aa2d585cb4f0f7020b1822f
2199,,,,,196740.6,194185.6,2555,2020-07-21T00:00:00.000Z,,,257a5beb36d9fb1044b8a6b5d27b975f,2020-07-21T11:55:49.481Z,5aa2d585cb4f0f7020b18234
2224,,,,,36992,36084,908,2020-07-21T00:00:00.000Z,,,ea66957ac04b7c81872a78c92aec0e58,2020-07-21T11:55:49.506Z,5aa2d585cb4f0f7020b18239
2249,,,,,,,,,,,a5276976b68e3b97dc31e9e88fd424e1,2020-06-01T12:49:25.679Z,5aa2d585cb4f0f7020b1823e
2162,,,,,19501.3,19501.3,,2020-07-21T00:00:00.000Z,,,3056735327686241b6b77de85af1e7ce,2020-07-21T11:55:49.413Z,5aa2d585cb4f0f7020b18243
2187,,,,,357301.86,357301.86,,2020-07-21T00:00:00.000Z,,,193fc71d0235637b4d58fef77506204d,2020-07-21T11:55:49.448Z,5aa2d585cb4f0f7020b18248
2256,,,,,472703,472703,,2020-07-21T00:00:00.000Z,,,d4e096a20f45154517f273033a06770d,2020-07-21T11:55:28.743Z,5aa2d585cb4f0f7020b1824c
2266,,,,,406510.13,406510.13,,2020-07-21T00:00:00.000Z,,,28888603b1798d27d4c8f3a061b1278e,2020-07-21T11:55:28.783Z,5aa2d585cb4f0f7020b1824e
2281,,,,,,,,,,,077cc9e3335e87a2d348a22a5f754e96,2020-06-01T12:49:25.737Z,5aa2d585cb4f0f7020b18251
2259,,,,,405179.6,405179.6,,2020-07-21T00:00:00.000Z,,,8c31c56b6394bb0399b9ba874ec656d7,2020-07-21T11:55:28.748Z,5aa2d585cb4f0f7020b18253
2274,,,,,27252.68,27252.68,,2020-07-21T00:00:00.000Z,,,128582ea5ed7f45a6bceeaffe94fdddf,2020-07-21T11:55:28.785Z,5aa2d585cb4f0f7020b18256
2284,,,,,,,,,,,e220573a09e2711664caac0a9d66519a,2020-06-01T12:49:25.743Z,5aa2d585cb4f0f7020b18258
2299,,,,,4262388.45,4262388.45,,2020-07-21T00:00:00.000Z,,,bb103badd07899607ae55066c3ac72ea,2020-07-21T11:55:28.825Z,5aa2d585cb4f0f7020b1825b
2309,,,,,3209125.2,3209125.2,,2020-07-21T00:00:00.000Z,,,467a60456981949d5d3dcec59d2b9786,2020-07-21T11:55:28.859Z,5aa2d585cb4f0f7020b1825d
2324,,,,,2496378.6,2496378.6,,2020-07-21T00:00:00.000Z,,,5c5ddf5c1eaf8a3d67d4014248c3bd15,2020-07-21T11:55:28.883Z,5aa2d585cb4f0f7020b18260
2334,,,,,72256.34,72256.34,,2020-07-21T00:00:00.000Z,,,7de5a5e227a2d982a446de7de4b3c300,2020-07-21T11:55:28.890Z,5aa2d585cb4f0f7020b18262
2349,,,,,1000625.76,1000625.76,,2020-07-21T00:00:00.000Z,,,725bc98f391492bbb217bfeeff040817,2020-07-21T11:55:28.928Z,5aa2d585cb4f0f7020b18265
2359,,,,,673337.53,673337.53,,2020-07-21T00:00:00.000Z,,,c1d79c102f599912d89d6472d6eddfdc,2020-07-21T11:55:28.938Z,5aa2d585cb4f0f7020b18267
2143,,,,,10542,10542,,2020-07-21T00:00:00.000Z,,,e83262feea78a252926252d4bc3ab1a7,2020-07-21T11:55:49.372Z,5aa2d585cb4f0f7020b1826a
2153,,,,,1717.1,1717.1,,2020-07-21T00:00:00.000Z,,,8582a384fb5840e00c4aa8dccdfb7e54,2020-07-21T11:55:49.403Z,5aa2d585cb4f0f7020b1826c
2168,,,,,23340.8,23340.8,,2020-07-21T00:00:00.000Z,,,78c8953c50dd54ad7c1f967288691167,2020-07-21T11:55:49.433Z,5aa2d585cb4f0f7020b1826f
2178,,,,,,,,,,,92f90e3725db13cc04031df597618aa5,2020-06-01T12:49:25.566Z,5aa2d585cb4f0f7020b18271
2193,,,,,537898.9,537898.9,,2020-07-21T00:00:00.000Z,,,4c8936a01ef1639e619cc2a6f68ee234,2020-07-21T11:55:49.477Z,5aa2d585cb4f0f7020b18274
2203,,,,,,,,,,,9d1710ad4d4a07db588392ce1c812c17,2020-06-01T12:49:25.598Z,5aa2d585cb4f0f7020b18276
2218,,,,,10792,10527,265,2020-07-21T00:00:00.000Z,,,4917700d250ec16bf8c8f30069943a32,2020-07-21T11:55:49.502Z,5aa2d585cb4f0f7020b18279
2228,,,,,84854,82772,2082,2020-07-21T00:00:00.000Z,,,1c89f3a5eca51e7b9f82215a772d4cfb,2020-07-21T11:55:49.512Z,5aa2d585cb4f0f7020b1827b
2243,,,,,1483.3,1483.3,,2020-07-21T00:00:00.000Z,,,d43b9887604936813dd7ac9069966938,2020-07-21T11:55:49.522Z,5aa2d585cb4f0f7020b1827e
2253,,,,,579368.3,579368.3,,2020-07-21T00:00:00.000Z,,,203f5406662418ac733a5034cec89a32,2020-07-21T11:55:28.747Z,5aa2d585cb4f0f7020b18280
2268,,,,,,,,,,,db198cab952951b728bcd78a84f3d8f5,2020-06-01T12:49:25.695Z,5aa2d585cb4f0f7020b18283
2202,,,,,121107.7,119620.9,1486.8,2020-07-21T00:00:00.000Z,,,ec7079dc2aeccee38d26ad9bb2fff0eb,2020-07-21T11:55:49.484Z,5aa2d585cb4f0f7020b18285
2217,,,,,10378.9,10240.3,138.6,2020-07-21T00:00:00.000Z,,,cc57d3a4ed6336f9ca518ccc03475ada,2020-07-21T11:55:49.501Z,5aa2d585cb4f0f7020b18288
2227,,,,,44916,43814,1102,2020-07-21T00:00:00.000Z,,,0b727f7907b8f315669cbf153df13de5,2020-07-21T11:55:49.510Z,5aa2d585cb4f0f7020b1828a
2242,,,,,361,361,,2020-07-21T00:00:00.000Z,,,e1e8d6ec3ae8bfefed3b1eb1e93ed8a6,2020-07-21T11:55:49.521Z,5aa2d585cb4f0f7020b1828d
2252,,,,,993223,993223,,2020-07-21T00:00:00.000Z,,,957e64740c408b3510a1bebb0c9c5a52,2020-07-21T11:55:28.745Z,5aa2d585cb4f0f7020b1828f
2267,,,,,,,,,,,de434cc8b7327169f1731263e735a5ef,2020-06-01T12:49:25.692Z,5aa2d585cb4f0f7020b18292
2277,,,,,,,,,,,d9ccd166779b898c12712f124945785a,2020-06-01T12:49:25.724Z,5aa2d585cb4f0f7020b18294
2292,,,,,132351.32,132351.32,,2020-07-21T00:00:00.000Z,,,8bd100f2cce757851d4d1e850fcf2e4f,2020-07-21T11:55:28.818Z,5aa2d585cb4f0f7020b18297
2251,,,,,1287229.08,1233867.6,53361.48,2020-07-21T00:00:00.000Z,,,a7b549821d2e98da86fd84110904e737,2020-07-21T11:55:28.743Z,5aa2d585cb4f0f7020b1824b
2276,,,,,,,,,,,a163fba5f9018580dba4cdbdf2668f7c,2020-06-01T12:49:25.723Z,5aa2d585cb4f0f7020b18250
2269,,,,,728217.43,728217.43,,2020-07-21T00:00:00.000Z,,,c53f4e97f3348e8520129170741dd998,2020-07-21T11:55:28.788Z,5aa2d585cb4f0f7020b18255
2294,,,,,0,0,,2020-07-21T00:00:00.000Z,,,043f860d1185958a442a5798547208b1,2020-07-21T11:55:28.821Z,5aa2d585cb4f0f7020b1825a
2319,,,,,1050617.89,1050617.89,,2020-07-21T00:00:00.000Z,,,8d7882d43d89f6afa45a5f1a7b9e75d6,2020-07-21T11:55:28.878Z,5aa2d585cb4f0f7020b1825f
2344,,,,,98597.18,98597.18,,2020-07-21T00:00:00.000Z,,,29d335d6165ef8a3b21fcb41ba8717cc,2020-07-21T11:55:28.930Z,5aa2d585cb4f0f7020b18264
2369,,,,,293179.37,293179.37,,2020-07-21T00:00:00.000Z,,,3880aa6e89d1a96cdf056c8604dc79a3,2020-07-21T11:55:28.972Z,5aa2d585cb4f0f7020b18269
2163,,,,,16529.1,16529.1,,2020-07-21T00:00:00.000Z,,,14a72c5feeac61a3ccd9c185969b0af3,2020-07-21T11:55:49.414Z,5aa2d585cb4f0f7020b1826e
2188,,,,,28676.64,28676.64,,2020-07-21T00:00:00.000Z,,,8d49b6e54301bc8730cb98058e954ffe,2020-07-21T11:55:49.449Z,5aa2d585cb4f0f7020b18273
2213,,,,,1337956.9,1337956.9,,2020-07-21T00:00:00.000Z,,,3fd6090987d49cff9145c7f685214305,2020-07-21T11:55:49.491Z,5aa2d585cb4f0f7020b18278
2238,,,,,809,809,,2020-07-21T00:00:00.000Z,,,fa2daa4080e737b8baccb1870cd6313c,2020-07-21T11:55:49.518Z,5aa2d585cb4f0f7020b1827d
2263,,,,,,,,,,,674a174ca5c0c4bad791b4d45b0f1077,2020-06-01T12:49:25.685Z,5aa2d585cb4f0f7020b18282
2261,,,,,685887.95,685887.95,,2020-07-21T00:00:00.000Z,,,2c543892a040125f57998c375ad8a267,2020-07-21T11:55:28.750Z,5aa2d585cb4f0f7020b1824d
2212,,,,,,,,,,,0d4ce5743efde640dba62247160c9df2,2020-06-01T12:49:25.605Z,5aa2d585cb4f0f7020b18287
2254,,,,,1273616.4,1273616.4,,2020-07-21T00:00:00.000Z,,,12692795fda9d5c70f4d52ed2d2be412,2020-07-21T11:55:28.742Z,5aa2d585cb4f0f7020b18252
2237,,,,,230928.14,230928.14,,2020-07-21T00:00:00.000Z,,,9cec8dc330c7b7db86843774345735a7,2020-07-21T11:55:49.517Z,5aa2d585cb4f0f7020b1828c
2279,,,,,,,,,,,51c292817b87e67349c7f9e5e1e88243,2020-06-01T12:49:25.739Z,5aa2d585cb4f0f7020b18257
2262,,,,,298379.9,298379.9,,2020-07-21T00:00:00.000Z,,,ac2b50d2444b00b8840457fa0b845ff1,2020-07-21T11:55:28.779Z,5aa2d585cb4f0f7020b18291
2304,,,,,587627.7,587627.7,,2020-07-21T00:00:00.000Z,,,2f0162de451e671f6a65b7cf1738f6d3,2020-07-21T11:55:28.830Z,5aa2d585cb4f0f7020b1825c
2287,,,,,55893.18,55893.18,,2020-07-21T00:00:00.000Z,,,04fc1360474a8bde4483b4e3460db33f,2020-07-21T11:55:28.813Z,5aa2d585cb4f0f7020b18296
2329,,,,,422314.25,422314.25,,2020-07-21T00:00:00.000Z,,,8b08f5c473c3319180681a642511ba2a,2020-07-21T11:55:28.876Z,5aa2d585cb4f0f7020b18261
2246,,,,,321,321,,2020-07-21T00:00:00.000Z,,,7953f651be0102c7018f5e78a84079a5,2020-07-21T11:55:49.524Z,5aa2d585cb4f0f7020b1824a
2354,,,,,1546000.26,1546000.26,,2020-07-21T00:00:00.000Z,,,f4a0810670ae4ffb9dbaf6ec28bdd616,2020-07-21T11:55:28.933Z,5aa2d585cb4f0f7020b18266
2271,,,,,,,,,,,2e33d1301e229d708ffe40cf45a95eb1,2020-06-01T12:49:25.719Z,5aa2d585cb4f0f7020b1824f
2148,,,,,55195.7,55195.7,,2020-07-21T00:00:00.000Z,,,0e23dfdb6ea5d504b6c2f01776075738,2020-07-21T11:55:49.405Z,5aa2d585cb4f0f7020b1826b
2264,,,,,,,,,,,7401f5bff6e5fd470c9e8d4d846011c4,2020-06-01T12:49:25.685Z,5aa2d585cb4f0f7020b18254
2173,,,,,28434,28434,,2020-07-21T00:00:00.000Z,,,3aa7fb9ebc2671e4f2ba327a26139fe2,2020-07-21T11:55:49.439Z,5aa2d585cb4f0f7020b18270
2289,,,,,,,,,,,a154ac6364289a3a176bae4a0a98a9fb,2020-06-01T12:49:25.763Z,5aa2d585cb4f0f7020b18259
2198,,,,,,,,,,,269d8393b8697e07fb15355d1c96e255,2020-06-01T12:49:25.597Z,5aa2d585cb4f0f7020b18275
2314,,,,,23568300.14,23568300.14,,2020-07-21T00:00:00.000Z,,,f9200d1a07a0da02442598e1af36f09b,2020-07-21T11:55:28.870Z,5aa2d585cb4f0f7020b1825e
2223,,,,,13535,13203,332,2020-07-21T00:00:00.000Z,,,51ef2feb52234025b343e7e887af4827,2020-07-21T11:55:49.507Z,5aa2d585cb4f0f7020b1827a
2339,,,,,,,,,,,fbd756f40568e6793801ab2e792c10f9,2020-06-01T12:49:25.826Z,5aa2d585cb4f0f7020b18263
2248,,,,,18718.34,18718.34,,2020-07-21T00:00:00.000Z,,,6d040bda12d7fac320c6ad5295a12ba5,2020-07-21T11:55:49.525Z,5aa2d585cb4f0f7020b1827f
2364,,,,,,,,,,,9664528a5cb01c0a945e4c1462f5c33d,2020-06-01T12:49:25.860Z,5aa2d585cb4f0f7020b18268
2197,,,,,,,,,,,2c143ff5c0a01623196f592dd7bf5b48,2020-06-01T12:49:25.595Z,5aa2d585cb4f0f7020b18284
2158,,,,,52328.5,52328.5,,2020-07-21T00:00:00.000Z,,,184e9db2f1a522a0382e361a1aae8078,2020-07-21T11:55:49.406Z,5aa2d585cb4f0f7020b1826d
2222,,,,,31229,30463,766,2020-07-21T00:00:00.000Z,,,024fb52b5d5043be651efe42e7abdd9d,2020-07-21T11:55:49.505Z,5aa2d585cb4f0f7020b18289
2183,,,,,932280.44,932280.44,,2020-07-21T00:00:00.000Z,,,b938b40ab6a74d05505778cc84324862,2020-07-21T11:55:49.445Z,5aa2d585cb4f0f7020b18272
2247,,,,,4595.5,4595.5,,2020-07-21T00:00:00.000Z,,,6a7c0fbb6cee78246c770405a4915321,2020-07-21T11:55:49.525Z,5aa2d585cb4f0f7020b1828e
2208,,,,,,,,,,,f14f4c0586ae854bafe69a2332901d2e,2020-06-01T12:49:25.602Z,5aa2d585cb4f0f7020b18277
2272,,,,,56133,56133,,2020-07-21T00:00:00.000Z,,,372c7a66d7549818a2b7a792f21ea29c,2020-07-21T11:55:28.782Z,5aa2d585cb4f0f7020b18293
2233,,,,,367,367,,2020-07-21T00:00:00.000Z,,,93a3e69e2cc50cf63cf5e82b32ab86fa,2020-07-21T11:55:49.511Z,5aa2d585cb4f0f7020b1827c
2258,,,,,1513182.3,1513182.3,,2020-07-21T00:00:00.000Z,,,c636f2ccecea4b73af8da7883afe5dfb,2020-07-21T11:55:28.746Z,5aa2d585cb4f0f7020b18281
2207,,,,,,,,,,,657926cedf2a9f2c2641fb3cd6d38fdd,2020-06-01T12:49:25.602Z,5aa2d585cb4f0f7020b18286
2232,,,,,13292,12731,561,2020-07-21T00:00:00.000Z,,,229c5e323f743106aab7a1680540dc70,2020-07-21T11:55:49.510Z,5aa2d585cb4f0f7020b1828b
2257,,,,,71617,71617,,2020-07-21T00:00:00.000Z,,,ef83a99e820a49445aad2c6d2f6c30e8,2020-07-21T11:55:28.744Z,5aa2d585cb4f0f7020b18290
2282,,,,,338108.89,338108.89,,2020-07-21T00:00:00.000Z,,,3c56dcf31366703811febce2f3d34883,2020-07-21T11:55:28.810Z,5aa2d585cb4f0f7020b18295
2291,,,,,,,,,,,5b9fa33e16aa2133d3b46657fc4c5acd,2020-06-01T12:49:25.746Z,5aa2d585cb4f0f7020b18299
2316,,,,,21098.16,21098.16,,2020-07-21T00:00:00.000Z,,,9d929e451d9abfebb295bd597052ff0f,2020-07-21T11:55:28.871Z,5aa2d585cb4f0f7020b1829e
2341,,,,,1114963.35,1114963.35,,2020-07-21T00:00:00.000Z,,,3186ccf3658c786eb156fd1224937470,2020-07-21T11:55:28.928Z,5aa2d585cb4f0f7020b182a3
2366,,,,,,,,,,,4050461bdb1c68cad068f1bf15b61bee,2020-06-01T12:49:25.862Z,5aa2d585cb4f0f7020b182a8
2288,,,,,926850.15,925935.25,,2020-07-21T00:00:00.000Z,,,bd03047718d210d83b65d039bbf7197e,2020-07-21T11:55:28.817Z,5aa2d585cb4f0f7020b182ad
2313,,,,,1829514.81,1829514.81,,2020-07-21T00:00:00.000Z,,,d1adec49b65af8f1734195a46e830b51,2020-07-21T11:55:28.865Z,5aa2d585cb4f0f7020b182b2
2338,,,,,1371792.07,1371792.07,,2020-07-21T00:00:00.000Z,,,37c2fec00afeee55e8984afa6b396511,2020-07-21T11:55:28.922Z,5aa2d585cb4f0f7020b182b7
2363,,,,,5060820.9,5060820.9,,2020-07-21T00:00:00.000Z,,,54208d26240ee1b2dcf835d5d54d15ac,2020-07-21T11:55:28.958Z,5aa2d585cb4f0f7020b182bc
2307,,,,,263418.75,263418.75,,2020-07-21T00:00:00.000Z,,,53a1e38141304256f6171d3aa45e486f,2020-07-21T11:55:28.833Z,5aa2d585cb4f0f7020b182c1
2332,,,,,199185.63,199185.63,,2020-07-21T00:00:00.000Z,,,1c7de0914118352cbc2465c3b74d45d7,2020-07-21T11:55:28.889Z,5aa2d585cb4f0f7020b182c6
2357,,,,,880498.85,880498.85,,2020-07-21T00:00:00.000Z,,,3c92d57af64e731b67d7855aaf2f2bbe,2020-07-21T11:55:28.939Z,5aa2d585cb4f0f7020b182cb
2235,,,,,38992,37996,996,2020-07-21T00:00:00.000Z,,,15d0be1865ae98666d919defe0363071,2020-07-21T11:55:49.515Z,5aa2d585cb4f0f7020b182d0
2260,,,,,245553.7,245553.7,,2020-07-21T00:00:00.000Z,,,05f1eb2e8475c2c21a6e713ba11c36d4,2020-07-21T11:55:28.749Z,5aa2d585cb4f0f7020b182d5
2285,,,,,,,,,,,f01b2242b0f0b6b111e8ae3e884cfd19,2020-06-01T12:49:25.744Z,5aa2d585cb4f0f7020b182da
2310,,,,,261748.94,261748.94,,2020-07-21T00:00:00.000Z,,,48a31186b92848ed41655fe5c893b611,2020-07-21T11:55:28.868Z,5aa2d585cb4f0f7020b182df
2335,,,,,428499.97,428499.97,,2020-07-21T00:00:00.000Z,,,d1656d1c83a7d2619d84681e7b892313,2020-07-21T11:55:28.918Z,5aa2d585cb4f0f7020b182e4
2360,,,,,695210.91,695210.91,,2020-07-21T00:00:00.000Z,,,9edbf55ca9c4ee1b55a6bac7cc1056c9,2020-07-21T11:55:28.940Z,5aa2d585cb4f0f7020b182e9
2301,,,,,2662100.82,2662100.82,,2020-07-21T00:00:00.000Z,,,85eab5d232b74663a9682ed4352c934c,2020-07-21T11:55:28.827Z,5aa2d585cb4f0f7020b1829b
2326,,,,,70842,70842,,2020-07-21T00:00:00.000Z,,,b3cec31ebaffcdc45f92ca1035fc0a03,2020-07-21T11:55:28.872Z,5aa2d585cb4f0f7020b182a0
2351,,,,,,,,,,,68f62db7d9ada44e28aa0afacbee64d4,2020-06-01T12:49:25.833Z,5aa2d585cb4f0f7020b182a5
2273,,,,,,,,,,,2de41d7adf8386214c5b27f3bb4b40f1,2020-06-01T12:49:25.721Z,5aa2d585cb4f0f7020b182aa
2298,,,,,2054763.81,1996217.54,,2020-07-21T00:00:00.000Z,,,cd22fe40d74bb18a9c804b2e2c4e63fb,2020-07-21T11:55:28.824Z,5aa2d585cb4f0f7020b182af
2323,,,,,925982.68,925982.68,,2020-07-21T00:00:00.000Z,,,2af73bfd095247a58fbbeb300e5fc1c9,2020-07-21T11:55:28.882Z,5aa2d585cb4f0f7020b182b4
2348,,,,,93972.96,93972.96,,2020-07-21T00:00:00.000Z,,,d9cb5e16da29a55006aac6e554db243c,2020-07-21T11:55:28.925Z,5aa2d585cb4f0f7020b182b9
2373,,,,,2722101.81,2722101.81,,2020-07-21T00:00:00.000Z,,,88901cfb4a142407f31e7532053e7ab0,2020-07-21T11:55:28.982Z,5aa2d585cb4f0f7020b182be
2317,,,,,13633895.1,13633895.1,,2020-07-21T00:00:00.000Z,,,79032e0d824c772f8b391d80442e7d62,2020-07-21T11:55:28.871Z,5aa2d585cb4f0f7020b182c3
2342,,,,,109241.75,109241.75,,2020-07-21T00:00:00.000Z,,,a9fe5e5a27917f146330227e26028fe8,2020-07-21T11:55:28.929Z,5aa2d585cb4f0f7020b182c8
2367,,,,,2670288.12,2670288.12,,2020-07-21T00:00:00.000Z,,,94f4e8cf7cb37b1bcae472cfefda144f,2020-07-21T11:55:28.966Z,5aa2d585cb4f0f7020b182cd
2245,,,,,16169,15754,415,2020-07-21T00:00:00.000Z,,,e5c23cf61e96592787fa4d0a6a7b27bc,2020-07-21T11:55:49.523Z,5aa2d585cb4f0f7020b182d2
2270,,,,,109772.6,109772.6,,2020-07-21T00:00:00.000Z,,,b952d21bde7a973a64f733f732bd8b1c,2020-07-21T11:55:28.789Z,5aa2d585cb4f0f7020b182d7
2295,,,,,228394.61,228394.61,,2020-07-21T00:00:00.000Z,,,622b2c656c94ed2ad23c453146cc0fc7,2020-07-21T11:55:28.820Z,5aa2d585cb4f0f7020b182dc
2320,,,,,5514048.11,5514048.11,,2020-07-21T00:00:00.000Z,,,eafccfc8bd5e93d0d1229d26668a01b7,2020-07-21T11:55:28.867Z,5aa2d585cb4f0f7020b182e1
2345,,,,,2539053.48,2539053.48,,2020-07-21T00:00:00.000Z,,,4ea2f77a13aecd67a694f7ebc3426886,2020-07-21T11:55:28.923Z,5aa2d585cb4f0f7020b182e6
2370,,,,,334733.96,334733.96,,2020-07-21T00:00:00.000Z,,,612409fb869d8f0939bafcaaed07accb,2020-07-21T11:55:28.975Z,5aa2d585cb4f0f7020b182eb
2296,,,,,867787.28,867787.28,,2020-07-21T00:00:00.000Z,,,a8f1844e1feacf5a36dacd99c49b4dd2,2020-07-21T11:55:28.823Z,5aa2d585cb4f0f7020b1829a
2321,,,,,18783,18783,,2020-07-21T00:00:00.000Z,,,17c9a29ebed9fea0b9963fc9dd292f64,2020-07-21T11:55:28.880Z,5aa2d585cb4f0f7020b1829f
2346,,,,,254258.94,254258.94,,2020-07-21T00:00:00.000Z,,,0690d9a49164ffccfc17ed1dc51d29f9,2020-07-21T11:55:28.932Z,5aa2d585cb4f0f7020b182a4
2371,,,,,,,,,,,8bd905f6c9aeae6e4569aa12f1ea2236,2020-06-01T12:49:25.882Z,5aa2d585cb4f0f7020b182a9
2293,,,,,80472.1,82584.27,,2020-07-21T00:00:00.000Z,,,e09896da300601c3102415c55edeb30e,2020-07-21T11:55:28.819Z,5aa2d585cb4f0f7020b182ae
2318,,,,,138208,138208,,2020-07-21T00:00:00.000Z,,,95d7e632abffb8dee44e678374e5936f,2020-07-21T11:55:28.858Z,5aa2d585cb4f0f7020b182b3
2343,,,,,102666.28,102666.28,,2020-07-21T00:00:00.000Z,,,b3b57ca8f92d6bd117d36ea11b047ad5,2020-07-21T11:55:28.919Z,5aa2d585cb4f0f7020b182b8
2368,,,,,1121445.74,1121445.74,,2020-07-21T00:00:00.000Z,,,9ef96a8acad74054c93d893723f64a67,2020-07-21T11:55:28.970Z,5aa2d585cb4f0f7020b182bd
2312,,,,,,,,,,,bae4e787f21ac300549980f595d942b0,2020-06-01T12:49:25.775Z,5aa2d585cb4f0f7020b182c2
2337,,,,,325803.92,325803.92,,2020-07-21T00:00:00.000Z,,,3981beddf398b81d15b33b9a4c162fdc,2020-07-21T11:55:28.921Z,5aa2d585cb4f0f7020b182c7
2362,,,,,828614.56,828614.56,,2020-07-21T00:00:00.000Z,,,9024a5a1cafe92b755846a92b169b6a3,2020-07-21T11:55:28.968Z,5aa2d585cb4f0f7020b182cc
2240,,,,,10223,9959,264,2020-07-21T00:00:00.000Z,,,46d23640f26effaf01bc2386f251cf54,2020-07-21T11:55:49.519Z,5aa2d585cb4f0f7020b182d1
2265,,,,,71328.85,71328.85,,2020-07-21T00:00:00.000Z,,,19f2608936bead8088d8a0fbac119c62,2020-07-21T11:55:28.781Z,5aa2d585cb4f0f7020b182d6
2290,,,,,,,,,,,163f551d979dfe852a00d6b9b63a8608,2020-06-01T12:49:25.764Z,5aa2d585cb4f0f7020b182db
2315,,,,,485186.01,485186.01,,2020-07-21T00:00:00.000Z,,,86e0ad9987abbcbfde13a2ef685ee7a0,2020-07-21T11:55:28.866Z,5aa2d585cb4f0f7020b182e0
2340,,,,,71766.81,71766.81,,2020-07-21T00:00:00.000Z,,,c9f1afbdee161fb4b5e833931cc1a376,2020-07-21T11:55:28.927Z,5aa2d585cb4f0f7020b182e5
2365,,,,,,,,,,,13aef1c85bd35b362a41d31da9612f44,2020-06-01T12:49:25.860Z,5aa2d585cb4f0f7020b182ea
2286,,,,,25820.76,25820.76,,2020-07-21T00:00:00.000Z,,,91f55e6b9aad49355eee0e7b1ce177de,2020-07-21T11:55:28.812Z,5aa2d585cb4f0f7020b18298
2311,,,,,,,,,,,e972ac30912848f7d95077760948e655,2020-06-01T12:49:25.774Z,5aa2d585cb4f0f7020b1829d
2336,,,,,84382.38,84382.38,,2020-07-21T00:00:00.000Z,,,5944a8b3fb6ec6d39228402aae7b1264,2020-07-21T11:55:28.920Z,5aa2d585cb4f0f7020b182a2
2361,,,,,350001.76,350001.76,,2020-07-21T00:00:00.000Z,,,4dcc98b502c1b60f898184788a397e74,2020-07-21T11:55:28.957Z,5aa2d585cb4f0f7020b182a7
2283,,,,,,,,,,,a13e3db4b7c83d547f60a844f3c9a7ec,2020-06-01T12:49:25.741Z,5aa2d585cb4f0f7020b182ac
2308,,,,,1090377.3,1090377.3,,2020-07-21T00:00:00.000Z,,,e4a6e9f2ad8063a735b341d54d5f10f1,2020-07-21T11:55:28.834Z,5aa2d585cb4f0f7020b182b1
2333,,,,,27676.97,27676.97,,2020-07-21T00:00:00.000Z,,,53ac6803ad98fb6341b00aedb55a17a8,2020-07-21T11:55:28.884Z,5aa2d585cb4f0f7020b182b6
2358,,,,,2295294.63,2295294.63,,2020-07-21T00:00:00.000Z,,,3a2805faf5af59f5c7f610fded2e5bf9,2020-07-21T11:55:28.934Z,5aa2d585cb4f0f7020b182bb
2302,,,,,556922.47,556922.47,,2020-07-21T00:00:00.000Z,,,96eeb08b24f89a57b7e8b33bbfcc4e00,2020-07-21T11:55:28.828Z,5aa2d585cb4f0f7020b182c0
2327,,,,,871692.4,871692.4,,2020-07-21T00:00:00.000Z,,,9c115e42154ec5d73097cb0623840223,2020-07-21T11:55:28.873Z,5aa2d585cb4f0f7020b182c5
2352,,,,,,,,,,,fa09943f1e8cbfdb838c01f1f7f99cee,2020-06-01T12:49:25.837Z,5aa2d585cb4f0f7020b182ca
2230,,,,,20704,20196,508,2020-07-21T00:00:00.000Z,,,509efebfaeb2bbe92097ce8996104cca,2020-07-21T11:55:49.514Z,5aa2d585cb4f0f7020b182cf
2255,,,,,193692.1,193692.1,,2020-07-21T00:00:00.000Z,,,c367364d421953ecf4187a3f56630e6b,2020-07-21T11:55:28.748Z,5aa2d585cb4f0f7020b182d4
2280,,,,,,,,,,,a1fc194c1990deea262887c230cdce89,2020-06-01T12:49:25.738Z,5aa2d585cb4f0f7020b182d9
2305,,,,,374315.41,374315.41,,2020-07-21T00:00:00.000Z,,,f8896b40a7e987ebf886b102d2faefbb,2020-07-21T11:55:28.831Z,5aa2d585cb4f0f7020b182de
